timestamp,campaign_id,polymer_A_feed_kgph,solvent_A_feed_kgph,water_feed_kgph,surfactant_feed_kgph,emulsifier_speed_rpm,operating_mode,emulsion_total_flow_kgph,monitoring_port_status,notes
2026-01-01 00:32:00,C-101,24.13,975.89,511.54,11.03,1771.0,RUN,1522.59,ONLINE,
2026-01-01 00:33:00,C-101,24.05,975.93,510.71,11.08,1768.0,RUN,1521.77,ONLINE,
2026-01-01 00:34:00,C-101,24.2,975.82,510.69,11.06,1765.0,RUN,1521.77,ONLINE,
2026-01-01 00:35:00,C-101,24.04,975.97,512.07,11.02,1762.0,RUN,1523.1,ONLINE,
2026-01-01 00:36:00,C-101,24.16,975.84,510.76,11.02,1763.0,RUN,1521.78,ONLINE,
2026-01-01 00:37:00,C-101,23.99,975.88,510.11,11.04,1765.0,RUN,1521.02,ONLINE,
2026-01-01 00:38:00,C-101,24.04,975.78,510.43,11.06,1768.0,RUN,1521.31,ONLINE,
2026-01-01 00:39:00,C-101,24.17,975.77,509.84,11.06,1772.0,RUN,1520.84,ONLINE,
2026-01-01 00:40:00,C-101,24.21,975.9,511.53,11.07,1768.0,RUN,1522.71,ONLINE,
2026-01-01 00:41:00,C-101,24.17,975.81,511.07,11.02,1768.0,RUN,1522.07,ONLINE,
2026-01-01 00:42:00,C-101,24.15,975.77,511.47,11.05,1769.0,RUN,1522.44,ONLINE,
2026-01-01 00:43:00,C-101,24.14,975.78,511.55,11.08,1772.0,RUN,1522.55,ONLINE,
2026-01-01 00:44:00,C-101,24.05,975.89,510.43,11.07,1773.0,RUN,1521.44,ONLINE,
2026-01-01 00:45:00,C-101,24.11,975.78,510.07,11.05,1763.0,RUN,1521.01,ONLINE,
2026-01-01 00:46:00,C-101,24.14,975.82,510.71,11.09,1769.0,RUN,1521.76,ONLINE,
2026-01-01 00:47:00,C-101,24.26,975.82,510.15,11.06,1776.0,RUN,1521.29,ONLINE,
2026-01-01 00:48:00,C-101,24.21,975.67,510.89,11.07,1763.0,RUN,1521.84,ONLINE,
2026-01-01 00:49:00,C-101,24.04,975.7,511.59,11.05,1770.0,RUN,1522.38,ONLINE,
2026-01-01 00:50:00,C-101,24.21,975.84,510.69,11.03,1769.0,RUN,1521.77,ONLINE,
2026-01-01 00:51:00,C-101,24.16,975.75,510.93,11.03,1767.0,RUN,1521.87,ONLINE,
2026-01-01 00:52:00,C-101,24.14,975.89,510.77,11.05,1778.0,RUN,1521.85,ONLINE,
2026-01-01 00:53:00,C-101,24.24,975.88,511.42,11.04,1770.0,RUN,1522.58,ONLINE,
2026-01-01 00:54:00,C-101,24.28,975.86,510.4,11.01,1777.0,RUN,1521.55,ONLINE,
2026-01-01 00:55:00,C-101,24.27,975.95,509.35,11.03,1769.0,RUN,1520.6,ONLINE,
2026-01-01 00:56:00,C-101,24.13,975.79,511.23,11.04,1771.0,RUN,1522.19,ONLINE,
2026-01-01 00:57:00,C-101,24.18,975.85,511.61,11.06,1766.0,RUN,1522.7,ONLINE,
2026-01-01 00:58:00,C-101,24.23,975.75,511.24,11.05,1766.0,RUN,1522.27,ONLINE,
2026-01-01 00:59:00,C-101,24.29,975.99,510.5,11.04,1770.0,RUN,1521.82,ONLINE,
2026-01-01 01:00:00,C-101,24.17,975.95,510.16,11.03,1770.0,RUN,1521.31,ONLINE,
2026-01-01 01:01:00,C-101,24.2,975.79,511.32,11.05,1771.0,RUN,1522.36,ONLINE,
2026-01-01 01:02:00,C-101,24.13,975.82,511.09,11.07,1769.0,RUN,1522.11,ONLINE,
2026-01-01 01:03:00,C-101,24.12,975.89,510.91,11.05,1761.0,RUN,1521.97,ONLINE,
2026-01-01 01:04:00,C-101,24.28,975.77,512.29,11.02,1763.0,RUN,1523.36,ONLINE,
2026-01-01 01:05:00,C-101,24.33,975.73,510.37,11.02,1771.0,RUN,1521.45,ONLINE,
2026-01-01 01:06:00,C-101,24.22,975.85,512.29,11.06,1756.0,RUN,1523.42,ONLINE,
2026-01-01 01:07:00,C-101,24.3,975.78,511.08,11.04,1767.0,RUN,1522.2,ONLINE,
2026-01-01 01:08:00,C-101,24.26,975.79,509.79,11.04,1765.0,RUN,1520.88,ONLINE,
2026-01-01 01:09:00,C-101,24.18,975.71,510.96,11.03,1769.0,RUN,1521.88,ONLINE,
2026-01-01 01:10:00,C-101,24.26,975.63,511.77,11.05,1767.0,RUN,1522.71,ONLINE,
2026-01-01 01:11:00,C-101,24.35,975.79,510.86,11.04,1761.0,RUN,1522.04,ONLINE,
2026-01-01 01:12:00,C-101,24.23,975.84,510.1,11.04,1760.0,RUN,1521.21,ONLINE,
2026-01-01 01:13:00,C-101,24.36,975.75,511.03,11.03,1760.0,RUN,1522.17,ONLINE,
2026-01-01 01:14:00,C-101,24.03,975.88,510.56,11.06,1765.0,RUN,1521.53,ONLINE,
2026-01-01 01:15:00,C-101,24.3,975.71,511.51,11.04,1750.0,RUN,1522.56,ONLINE,
2026-01-01 01:16:00,C-101,24.25,975.68,511.73,11.06,1762.0,RUN,1522.72,ONLINE,
2026-01-01 01:17:00,C-101,24.22,975.75,510.46,11.02,1756.0,RUN,1521.45,ONLINE,
2026-01-01 01:18:00,C-101,24.25,975.75,510.72,11.08,1761.0,RUN,1521.8,ONLINE,
2026-01-01 01:19:00,C-101,24.08,975.82,511.75,11.07,1761.0,RUN,1522.72,ONLINE,
2026-01-01 01:20:00,C-101,24.23,975.7,510.64,11.0,1751.0,RUN,1521.57,ONLINE,
2026-01-01 01:21:00,C-101,24.27,975.87,510.49,11.03,1757.0,RUN,1521.66,ONLINE,
2026-01-01 01:22:00,C-101,24.36,975.91,510.44,11.05,1759.0,RUN,1521.76,ONLINE,
2026-01-01 01:23:00,C-101,24.2,975.75,511.52,11.02,1758.0,RUN,1522.49,ONLINE,
2026-01-01 01:24:00,C-101,24.18,975.85,511.5,11.04,1756.0,RUN,1522.57,ONLINE,
2026-01-01 01:25:00,C-101,24.21,975.67,510.82,11.05,1750.0,RUN,1521.75,ONLINE,
2026-01-01 01:26:00,C-101,24.32,975.84,511.32,11.04,1750.0,RUN,1522.52,ONLINE,
2026-01-01 01:27:00,C-101,24.27,975.84,512.4,11.05,1748.0,RUN,1523.56,ONLINE,
2026-01-01 01:28:00,C-101,24.21,975.82,510.66,11.03,1757.0,RUN,1521.72,ONLINE,
2026-01-01 01:29:00,C-101,24.29,975.75,509.98,11.0,1753.0,RUN,1521.02,ONLINE,
2026-01-01 01:30:00,C-101,24.26,975.51,511.68,11.06,1753.0,RUN,1522.51,ONLINE,
2026-01-01 01:31:00,C-101,24.33,975.7,511.3,11.06,1744.0,RUN,1522.39,ONLINE,
2026-01-01 01:32:00,C-101,24.19,975.7,510.89,11.09,1751.0,RUN,1521.87,ONLINE,
2026-01-01 01:33:00,C-101,24.22,975.67,511.86,11.0,1754.0,RUN,1522.75,ONLINE,
2026-01-01 01:34:00,C-101,24.22,975.76,512.0,11.06,1741.0,RUN,1523.04,ONLINE,
2026-01-01 01:35:00,C-101,24.13,975.72,509.88,11.0,1747.0,RUN,1520.73,ONLINE,
2026-01-01 01:36:00,C-101,24.27,975.68,510.98,11.08,1741.0,RUN,1522.01,ONLINE,
2026-01-01 01:37:00,C-101,24.27,975.67,513.07,11.05,1746.0,RUN,1524.06,ONLINE,
2026-01-01 01:38:00,C-101,24.25,975.69,511.87,11.02,1743.0,RUN,1522.83,ONLINE,
2026-01-01 01:39:00,C-101,24.23,975.84,511.94,11.06,1749.0,RUN,1523.07,ONLINE,
2026-01-01 01:40:00,C-101,24.14,975.7,512.3,11.03,1747.0,RUN,1523.17,ONLINE,
2026-01-01 01:41:00,C-101,24.21,975.71,511.5,11.05,1752.0,RUN,1522.47,ONLINE,
2026-01-01 01:42:00,C-101,24.22,975.72,512.06,11.04,1745.0,RUN,1523.04,ONLINE,
2026-01-01 01:43:00,C-101,24.18,975.78,512.02,11.07,1746.0,RUN,1523.05,ONLINE,
2026-01-01 01:44:00,C-101,24.23,975.79,511.9,11.07,1741.0,RUN,1522.99,ONLINE,
2026-01-01 01:45:00,C-101,24.28,975.51,511.31,11.03,1737.0,RUN,1522.13,ONLINE,
2026-01-01 01:46:00,C-101,24.4,975.84,511.67,11.06,1747.0,RUN,1522.97,ONLINE,
2026-01-01 01:47:00,C-101,24.26,975.87,511.14,11.04,1748.0,RUN,1522.31,ONLINE,
2026-01-01 01:48:00,C-101,24.26,975.67,511.58,11.01,1745.0,RUN,1522.52,ONLINE,
2026-01-01 01:49:00,C-101,24.24,975.68,510.76,11.02,1741.0,RUN,1521.7,ONLINE,
2026-01-01 01:50:00,C-101,24.09,975.72,511.03,11.08,1735.0,RUN,1521.92,ONLINE,
2026-01-01 01:51:00,C-101,24.24,975.7,511.4,11.04,1745.0,RUN,1522.38,ONLINE,
2026-01-01 01:52:00,C-101,24.24,975.78,510.95,11.06,1742.0,RUN,1522.03,ONLINE,
2026-01-01 01:53:00,C-101,24.43,975.61,511.26,11.03,1748.0,RUN,1522.33,ONLINE,
2026-01-01 01:54:00,C-101,24.22,975.67,511.51,11.03,1732.0,RUN,1522.43,ONLINE,
2026-01-01 01:55:00,C-101,24.26,975.89,511.92,11.04,1742.0,RUN,1523.11,ONLINE,
2026-01-01 01:56:00,C-101,24.23,975.69,512.31,11.03,1739.0,RUN,1523.26,ONLINE,
2026-01-01 01:57:00,C-101,24.14,975.87,511.33,11.01,1735.0,RUN,1522.35,ONLINE,
2026-01-01 01:58:00,C-101,24.32,975.8,512.6,11.02,1743.0,RUN,1523.74,ONLINE,
2026-01-01 01:59:00,C-101,24.29,975.63,512.33,11.05,1737.0,RUN,1523.3,ONLINE,
2026-01-01 02:00:00,C-101,24.29,975.82,512.04,11.03,1730.0,RUN,1523.18,ONLINE,
2026-01-01 02:01:00,C-101,24.15,975.77,511.8,11.04,1734.0,RUN,1522.76,ONLINE,
2026-01-01 02:02:00,C-101,24.34,975.74,511.92,11.04,1729.0,RUN,1523.04,ONLINE,
2026-01-01 02:03:00,C-101,24.11,975.8,512.54,11.04,1731.0,RUN,1523.49,ONLINE,
2026-01-01 02:04:00,C-101,24.27,975.82,512.57,11.06,1737.0,RUN,1523.72,ONLINE,
2026-01-01 02:05:00,C-101,24.39,975.84,512.66,11.01,1738.0,RUN,1523.9,ONLINE,
2026-01-01 02:06:00,C-101,24.14,975.88,511.76,11.04,1734.0,RUN,1522.82,ONLINE,
2026-01-01 02:07:00,C-101,24.17,975.82,512.13,11.05,1729.0,RUN,1523.17,ONLINE,
2026-01-01 02:08:00,C-101,24.22,975.68,512.69,11.05,1734.0,RUN,1523.64,ONLINE,
2026-01-01 02:09:00,C-101,24.17,975.75,511.32,11.0,1735.0,RUN,1522.24,ONLINE,
2026-01-01 02:10:00,C-101,24.08,976.03,511.54,11.04,1722.0,RUN,1522.69,ONLINE,
2026-01-01 02:11:00,C-101,24.21,975.85,511.79,11.07,1732.0,RUN,1522.92,ONLINE,
2026-01-01 02:12:00,C-101,24.12,975.99,512.41,11.03,1730.0,RUN,1523.55,ONLINE,
2026-01-01 02:13:00,C-101,24.24,975.91,512.43,11.04,1736.0,RUN,1523.62,ONLINE,
2026-01-01 02:14:00,C-101,24.12,975.82,511.64,11.05,1733.0,RUN,1522.63,ONLINE,
2026-01-01 02:15:00,C-101,24.32,975.83,510.75,11.01,1733.0,RUN,1521.91,ONLINE,
2026-01-01 02:16:00,C-101,24.13,975.81,511.98,11.07,1728.0,RUN,1522.99,ONLINE,
2026-01-01 02:17:00,C-101,24.16,975.67,511.18,11.04,1730.0,RUN,1522.05,ONLINE,
2026-01-01 02:18:00,C-101,24.25,975.82,510.78,11.04,1735.0,RUN,1521.89,ONLINE,
2026-01-01 02:19:00,C-101,24.09,975.91,510.95,11.0,1730.0,RUN,1521.95,ONLINE,
2026-01-01 02:20:00,C-101,24.2,975.77,512.07,11.05,1731.0,RUN,1523.09,ONLINE,
2026-01-01 02:21:00,C-101,24.28,975.86,512.8,11.04,1722.0,RUN,1523.98,ONLINE,
2026-01-01 02:22:00,C-101,24.05,975.89,511.88,11.06,1730.0,RUN,1522.88,ONLINE,
2026-01-01 02:23:00,C-101,24.19,975.76,512.01,11.02,1720.0,RUN,1522.98,ONLINE,
2026-01-01 02:24:00,C-101,24.19,975.8,512.69,11.01,1727.0,RUN,1523.69,ONLINE,
2026-01-01 02:25:00,C-101,24.23,975.75,510.79,11.01,1730.0,RUN,1521.78,ONLINE,
2026-01-01 02:26:00,C-101,24.06,975.77,512.24,11.02,1734.0,RUN,1523.09,ONLINE,
2026-01-01 02:27:00,C-101,24.05,975.74,511.87,11.01,1725.0,RUN,1522.67,ONLINE,
2026-01-01 02:28:00,C-101,24.2,975.77,512.28,11.05,1732.0,RUN,1523.3,ONLINE,
2026-01-01 02:29:00,C-101,24.18,975.96,511.55,11.05,1738.0,RUN,1522.74,ONLINE,
2026-01-01 02:30:00,C-101,24.17,975.78,511.33,11.02,1728.0,RUN,1522.3,ONLINE,
2026-01-01 02:31:00,C-101,24.17,975.86,512.0,11.02,1723.0,RUN,1523.05,ONLINE,
2026-01-01 02:32:00,C-101,24.09,975.82,513.06,10.99,1733.0,RUN,1523.96,ONLINE,
2026-01-01 02:33:00,C-101,24.16,975.95,512.52,11.04,1726.0,RUN,1523.67,ONLINE,
2026-01-01 02:34:00,C-101,24.16,975.97,511.56,11.06,1728.0,RUN,1522.75,ONLINE,
2026-01-01 02:35:00,C-101,24.08,975.94,510.98,11.01,1737.0,RUN,1522.01,ONLINE,
2026-01-01 02:36:00,C-101,24.28,975.9,510.75,11.02,1742.0,RUN,1521.95,ONLINE,
2026-01-01 02:37:00,C-101,24.16,975.86,512.85,11.03,1728.0,RUN,1523.9,ONLINE,
2026-01-01 02:38:00,C-101,24.03,975.78,511.27,11.06,1729.0,RUN,1522.14,ONLINE,
2026-01-01 02:39:00,C-101,24.17,976.04,511.71,11.03,1731.0,RUN,1522.95,ONLINE,
2026-01-01 02:40:00,C-101,24.04,975.82,512.87,11.03,1731.0,RUN,1523.76,ONLINE,
2026-01-01 02:41:00,C-101,24.17,975.94,510.82,11.03,1744.0,RUN,1521.96,ONLINE,
2026-01-01 02:42:00,C-101,24.2,975.98,513.0,11.0,1732.0,RUN,1524.18,ONLINE,
2026-01-01 02:43:00,C-101,24.04,975.85,511.78,10.99,1733.0,RUN,1522.66,ONLINE,
2026-01-01 02:44:00,C-101,24.18,975.98,511.15,11.01,1744.0,RUN,1522.32,ONLINE,
2026-01-01 02:45:00,C-101,24.13,975.97,511.79,11.04,1739.0,RUN,1522.93,ONLINE,
2026-01-01 02:46:00,C-101,24.16,976.05,511.46,11.02,1741.0,RUN,1522.69,ONLINE,
2026-01-01 02:47:00,C-101,24.24,975.87,512.28,11.01,1732.0,RUN,1523.4,ONLINE,
2026-01-01 02:48:00,C-101,24.06,975.81,511.52,11.01,1735.0,RUN,1522.4,ONLINE,
2026-01-01 02:49:00,C-101,24.02,975.88,510.64,11.02,1733.0,RUN,1521.56,ONLINE,
2026-01-01 02:50:00,C-101,24.0,975.94,511.82,11.06,1742.0,RUN,1522.82,ONLINE,
2026-01-01 02:51:00,C-101,24.01,975.93,511.03,11.02,1745.0,RUN,1521.99,ONLINE,
2026-01-01 02:52:00,C-101,24.06,975.9,512.12,11.0,1737.0,RUN,1523.08,ONLINE,
2026-01-01 02:53:00,C-101,24.09,975.78,511.15,11.02,1738.0,RUN,1522.04,ONLINE,
2026-01-01 02:54:00,C-101,24.08,975.98,511.64,11.06,1739.0,RUN,1522.76,ONLINE,
2026-01-01 02:55:00,C-101,24.12,976.1,512.12,11.01,1734.0,RUN,1523.35,ONLINE,
2026-01-01 02:56:00,C-101,24.05,975.99,511.84,11.0,1739.0,RUN,1522.88,ONLINE,
2026-01-01 02:57:00,C-101,24.16,976.0,512.17,11.01,1746.0,RUN,1523.34,ONLINE,
2026-01-01 02:58:00,C-101,24.02,976.0,512.47,11.02,1739.0,RUN,1523.51,ONLINE,
2026-01-01 02:59:00,C-101,24.26,975.99,511.18,11.03,1744.0,RUN,1522.46,ONLINE,
2026-01-01 03:00:00,C-101,24.09,976.04,511.95,11.04,1738.0,RUN,1523.12,ONLINE,
2026-01-01 03:01:00,C-101,23.96,976.0,509.67,11.0,1744.0,RUN,1520.63,ONLINE,
2026-01-01 03:02:00,C-101,23.94,975.95,512.17,11.0,1743.0,RUN,1523.06,ONLINE,
2026-01-01 03:03:00,C-101,24.06,975.91,511.79,11.01,1740.0,RUN,1522.77,ONLINE,
2026-01-01 03:04:00,C-101,24.0,975.96,511.31,11.03,1751.0,RUN,1522.3,ONLINE,
2026-01-01 03:05:00,C-101,24.07,976.01,512.22,10.99,1752.0,RUN,1523.29,ONLINE,
2026-01-01 03:06:00,C-101,24.05,975.96,512.82,11.0,1743.0,RUN,1523.83,ONLINE,
2026-01-01 03:07:00,C-101,24.0,976.02,511.67,11.0,1748.0,RUN,1522.69,ONLINE,
2026-01-01 03:08:00,C-101,23.93,976.03,511.34,11.03,1750.0,RUN,1522.33,ONLINE,
2026-01-01 03:09:00,C-101,23.88,976.07,512.12,11.03,1741.0,RUN,1523.1,ONLINE,
2026-01-01 03:10:00,C-101,23.96,976.11,511.06,11.03,1744.0,RUN,1522.16,ONLINE,
2026-01-01 03:11:00,C-101,24.06,976.02,511.54,11.04,1758.0,RUN,1522.66,ONLINE,
2026-01-01 03:12:00,C-101,24.0,975.91,512.85,11.01,1747.0,RUN,1523.77,ONLINE,
2026-01-01 03:13:00,C-101,23.88,975.99,512.04,10.99,1759.0,RUN,1522.9,ONLINE,
2026-01-01 03:14:00,C-101,23.99,976.03,510.68,10.99,1747.0,RUN,1521.69,ONLINE,
2026-01-01 03:15:00,C-101,24.0,975.88,510.74,10.98,1758.0,RUN,1521.6,ONLINE,
2026-01-01 03:16:00,C-101,23.9,976.14,512.11,11.0,1753.0,RUN,1523.15,ONLINE,
2026-01-01 03:17:00,C-101,23.98,976.05,512.6,11.01,1755.0,RUN,1523.64,ONLINE,
2026-01-01 03:18:00,C-101,23.97,976.07,510.86,11.03,1766.0,RUN,1521.93,ONLINE,
2026-01-01 03:19:00,C-101,23.87,976.15,512.31,11.01,1751.0,RUN,1523.34,ONLINE,
2026-01-01 03:20:00,C-101,23.98,976.0,512.92,11.0,1760.0,RUN,1523.9,ONLINE,
2026-01-01 03:21:00,C-101,23.99,976.1,513.31,11.01,1761.0,RUN,1524.41,ONLINE,
2026-01-01 03:22:00,C-101,24.03,976.05,512.22,10.99,1775.0,RUN,1523.29,ONLINE,
2026-01-01 03:23:00,C-101,24.02,976.05,512.34,11.03,1754.0,RUN,1523.44,ONLINE,
2026-01-01 03:24:00,C-101,23.83,976.0,510.49,10.99,1757.0,RUN,1521.31,ONLINE,
2026-01-01 03:25:00,C-101,23.86,976.2,513.45,10.99,1765.0,RUN,1524.5,ONLINE,
2026-01-01 03:26:00,C-101,23.97,976.04,511.58,11.03,1760.0,RUN,1522.62,ONLINE,
2026-01-01 03:27:00,C-101,23.97,976.13,511.32,11.02,1759.0,RUN,1522.44,ONLINE,
2026-01-01 03:28:00,C-101,23.96,975.93,511.79,10.97,1767.0,RUN,1522.65,ONLINE,
2026-01-01 03:29:00,C-101,24.22,976.18,513.03,11.03,1761.0,RUN,1524.46,ONLINE,
2026-01-01 03:30:00,C-101,23.96,976.17,513.51,10.99,1759.0,RUN,1524.63,ONLINE,
2026-01-01 03:31:00,C-101,24.0,976.1,512.05,11.0,1767.0,RUN,1523.15,ONLINE,
2026-01-01 03:32:00,C-101,23.98,976.08,512.66,11.01,1766.0,RUN,1523.73,ONLINE,
2026-01-01 03:33:00,C-101,23.95,976.13,511.99,11.02,1763.0,RUN,1523.09,ONLINE,
2026-01-01 03:34:00,C-101,23.87,976.29,511.23,11.02,1763.0,RUN,1522.41,ONLINE,
2026-01-01 03:35:00,C-101,23.95,975.97,512.99,11.01,1761.0,RUN,1523.92,ONLINE,
2026-01-01 03:36:00,C-101,23.83,976.17,511.51,11.0,1769.0,RUN,1522.51,ONLINE,
2026-01-01 03:37:00,C-101,23.87,976.04,513.02,11.01,1764.0,RUN,1523.94,ONLINE,
2026-01-01 03:38:00,C-101,23.84,976.12,512.85,11.0,1763.0,RUN,1523.81,ONLINE,
2026-01-01 03:39:00,C-101,23.88,976.1,512.37,11.04,1761.0,RUN,1523.39,ONLINE,
2026-01-01 03:40:00,C-101,24.06,976.09,513.21,11.02,1769.0,RUN,1524.38,ONLINE,
2026-01-01 03:41:00,C-101,23.72,976.13,513.49,10.99,1765.0,RUN,1524.33,ONLINE,
2026-01-01 03:42:00,C-101,23.92,976.04,511.8,10.99,1758.0,RUN,1522.75,ONLINE,
2026-01-01 03:43:00,C-101,23.74,976.22,511.35,11.01,1762.0,RUN,1522.32,ONLINE,
2026-01-01 03:44:00,C-101,23.82,976.0,510.61,11.03,1767.0,RUN,1521.46,ONLINE,
2026-01-01 03:45:00,C-101,23.94,976.19,513.48,11.03,1768.0,RUN,1524.64,ONLINE,
2026-01-01 03:46:00,C-101,23.86,976.12,511.6,11.0,1768.0,RUN,1522.58,ONLINE,
2026-01-01 03:47:00,C-101,23.76,976.06,512.69,10.98,1767.0,RUN,1523.49,ONLINE,
2026-01-01 03:48:00,C-101,23.79,976.17,511.37,10.98,1762.0,RUN,1522.31,ONLINE,
2026-01-01 03:49:00,C-101,23.9,976.03,512.96,11.01,1765.0,RUN,1523.9,ONLINE,
2026-01-01 03:50:00,C-101,23.78,976.16,511.39,11.05,1776.0,RUN,1522.38,ONLINE,
2026-01-01 03:51:00,C-101,23.85,976.05,511.04,11.01,1775.0,RUN,1521.95,ONLINE,
2026-01-01 03:52:00,C-101,23.84,976.2,511.72,10.97,1773.0,RUN,1522.73,ONLINE,
2026-01-01 03:53:00,C-101,23.78,976.09,511.49,10.99,1772.0,RUN,1522.35,ONLINE,
2026-01-01 03:54:00,C-101,24.0,976.14,512.28,10.99,1774.0,RUN,1523.41,ONLINE,
2026-01-01 03:55:00,C-101,23.88,976.2,511.82,10.98,1764.0,RUN,1522.88,ONLINE,
2026-01-01 03:56:00,C-101,23.66,976.12,512.28,10.99,1770.0,RUN,1523.05,ONLINE,
2026-01-01 03:57:00,C-101,23.83,976.18,511.64,11.01,1764.0,RUN,1522.66,ONLINE,
2026-01-01 03:58:00,C-101,23.76,976.06,511.37,11.01,1764.0,RUN,1522.2,ONLINE,
2026-01-01 03:59:00,C-101,23.88,976.24,511.42,11.02,1772.0,RUN,1522.56,ONLINE,
2026-01-01 04:00:00,C-101,23.75,976.33,513.25,11.01,1775.0,RUN,1524.34,ONLINE,
2026-01-01 04:01:00,C-101,23.8,976.42,511.97,10.96,1769.0,RUN,1523.15,ONLINE,
2026-01-01 04:02:00,C-101,23.85,976.2,510.42,10.98,1778.0,RUN,1521.45,ONLINE,
2026-01-01 04:03:00,C-101,23.87,976.26,511.43,10.99,1770.0,RUN,1522.55,ONLINE,
2026-01-01 04:04:00,C-101,23.7,976.06,511.86,11.0,1765.0,RUN,1522.62,ONLINE,
2026-01-01 04:05:00,C-101,23.77,976.32,513.07,11.01,1764.0,RUN,1524.17,ONLINE,
2026-01-01 04:06:00,C-101,23.76,976.27,512.49,11.0,1774.0,RUN,1523.52,ONLINE,
2026-01-01 04:07:00,C-101,23.74,976.17,511.12,11.0,1769.0,RUN,1522.03,ONLINE,
2026-01-01 04:08:00,C-101,23.93,976.31,513.45,11.0,1772.0,RUN,1524.69,ONLINE,
2026-01-01 04:09:00,C-101,23.82,976.19,511.73,10.99,1755.0,RUN,1522.73,ONLINE,
2026-01-01 04:10:00,C-101,23.69,976.18,512.62,11.0,1769.0,RUN,1523.49,ONLINE,
2026-01-01 04:11:00,C-101,23.86,976.25,510.93,11.02,1765.0,RUN,1522.06,ONLINE,
2026-01-01 04:12:00,C-101,23.95,976.13,510.05,10.99,1760.0,RUN,1521.12,ONLINE,
2026-01-01 04:13:00,C-101,23.86,976.3,510.73,10.99,1766.0,RUN,1521.88,ONLINE,
2026-01-01 04:14:00,C-101,23.66,976.14,509.43,10.99,1772.0,RUN,1520.22,ONLINE,
