timestamp,campaign_id,sample_location,d10_um,d50_um,d90_um,span,volume_mean_diameter_um,qc_status,analyzer_id
2026-01-01 01:54:00,C-101,Product 2,20.62,28.12,34.21,0.483,29.23,PASS,PSA-02
2026-01-01 02:00:00,C-101,Monitoring Port,66.14,82.39,98.92,0.398,80.46,PASS,PSA-01
2026-01-01 02:00:00,C-101,Product 1,22.59,30.24,40.21,0.583,32.22,PASS,PSA-01
2026-01-01 02:00:00,C-101,Product 2,20.73,26.7,34.66,0.522,28.13,PASS,PSA-02
2026-01-01 02:06:00,C-101,Monitoring Port,65.25,81.63,99.52,0.42,79.99,PASS,PSA-01
2026-01-01 02:06:00,C-101,Product 1,22.31,31.95,38.13,0.495,31.2,PASS,PSA-01
2026-01-01 02:06:00,C-101,Product 2,21.7,27.64,35.59,0.503,28.69,PASS,PSA-02
2026-01-01 02:12:00,C-101,Monitoring Port,65.39,81.03,99.15,0.417,80.27,PASS,PSA-01
2026-01-01 02:12:00,C-101,Product 1,23.77,32.18,39.42,0.486,31.6,PASS,PSA-01
2026-01-01 02:12:00,C-101,Product 2,22.03,28.12,35.71,0.486,28.84,PASS,PSA-02
2026-01-01 02:18:00,C-101,Monitoring Port,66.11,82.11,98.12,0.39,79.28,PASS,PSA-01
2026-01-01 02:18:00,C-101,Product 1,22.66,32.17,38.78,0.501,32.0,PASS,PSA-01
2026-01-01 02:18:00,C-101,Product 2,20.95,28.79,34.05,0.455,29.33,PASS,PSA-02
2026-01-01 02:24:00,C-101,Monitoring Port,65.85,81.98,99.35,0.409,79.97,PASS,PSA-01
2026-01-01 02:24:00,C-101,Product 1,23.23,30.5,39.95,0.548,32.04,PASS,PSA-01
2026-01-01 02:24:00,C-101,Product 2,21.8,28.43,35.74,0.49,29.37,PASS,PSA-02
2026-01-01 02:30:00,C-101,Monitoring Port,66.21,82.74,99.34,0.4,80.81,PASS,PSA-01
2026-01-01 02:30:00,C-101,Product 1,23.12,31.32,39.61,0.527,31.81,PASS,PSA-01
2026-01-01 02:30:00,C-101,Product 2,21.7,27.68,34.65,0.468,28.82,PASS,PSA-02
2026-01-01 02:36:00,C-101,Monitoring Port,64.2,82.34,99.03,0.423,80.04,PASS,PSA-01
2026-01-01 02:36:00,C-101,Product 1,23.41,30.99,39.57,0.521,31.76,PASS,PSA-01
2026-01-01 02:36:00,C-101,Product 2,20.08,27.82,35.15,0.542,29.13,PASS,PSA-02
2026-01-01 02:42:00,C-101,Monitoring Port,66.24,83.9,97.3,0.37,80.13,PASS,PSA-01
2026-01-01 02:42:00,C-101,Product 1,22.69,31.54,39.37,0.529,31.91,PASS,PSA-01
2026-01-01 02:42:00,C-101,Product 2,20.13,27.61,34.76,0.53,28.53,PASS,PSA-02
2026-01-01 02:48:00,C-101,Monitoring Port,66.79,83.08,98.42,0.381,79.28,PASS,PSA-01
2026-01-01 02:48:00,C-101,Product 1,22.54,29.8,39.49,0.569,31.71,PASS,PSA-01
2026-01-01 02:48:00,C-101,Product 2,19.73,27.02,33.88,0.524,29.29,PASS,PSA-02
2026-01-01 02:54:00,C-101,Monitoring Port,65.37,81.87,99.06,0.412,79.55,PASS,PSA-01
2026-01-01 02:54:00,C-101,Product 1,21.77,30.8,39.97,0.591,31.78,PASS,PSA-01
2026-01-01 02:54:00,C-101,Product 2,22.54,27.7,34.15,0.419,28.76,PASS,PSA-02
2026-01-01 03:00:00,C-101,Monitoring Port,64.28,82.36,98.75,0.419,79.69,PASS,PSA-01
2026-01-01 03:00:00,C-101,Product 1,24.25,30.54,39.63,0.504,31.94,PASS,PSA-01
2026-01-01 03:00:00,C-101,Product 2,21.7,28.25,35.41,0.485,28.81,PASS,PSA-02
2026-01-01 03:06:00,C-101,Monitoring Port,66.17,81.69,98.01,0.39,79.59,PASS,PSA-01
2026-01-01 03:06:00,C-101,Product 1,22.57,31.16,39.45,0.542,32.39,PASS,PSA-01
2026-01-01 03:06:00,C-101,Product 2,22.27,27.47,36.11,0.504,28.53,PASS,PSA-02
2026-01-01 03:12:00,C-101,Monitoring Port,66.04,81.05,98.43,0.4,79.43,PASS,PSA-01
2026-01-01 03:12:00,C-101,Product 1,23.01,30.31,38.51,0.511,31.75,PASS,PSA-01
2026-01-01 03:12:00,C-101,Product 2,20.56,28.53,35.94,0.539,28.51,PASS,PSA-02
2026-01-01 03:18:00,C-101,Monitoring Port,66.0,82.24,99.01,0.401,80.85,PASS,PSA-01
2026-01-01 03:18:00,C-101,Product 1,22.82,29.97,38.52,0.524,32.07,PASS,PSA-01
2026-01-01 03:18:00,C-101,Product 2,21.33,27.65,35.13,0.499,29.58,PASS,PSA-02
2026-01-01 03:24:00,C-101,Monitoring Port,67.54,83.05,99.86,0.389,80.29,PASS,PSA-01
2026-01-01 03:24:00,C-101,Product 1,22.87,30.92,39.73,0.545,32.36,PASS,PSA-01
2026-01-01 03:24:00,C-101,Product 2,21.41,28.84,33.52,0.42,29.14,PASS,PSA-02
2026-01-01 03:30:00,C-101,Monitoring Port,64.98,81.8,98.98,0.416,79.86,PASS,PSA-01
2026-01-01 03:30:00,C-101,Product 1,22.35,31.67,39.45,0.54,32.49,PASS,PSA-01
2026-01-01 03:30:00,C-101,Product 2,20.75,27.9,37.1,0.586,28.86,PASS,PSA-02
2026-01-01 03:36:00,C-101,Monitoring Port,64.76,82.69,99.77,0.423,80.46,PASS,PSA-01
2026-01-01 03:36:00,C-101,Product 1,23.86,30.28,39.55,0.518,32.2,PASS,PSA-01
2026-01-01 03:36:00,C-101,Product 2,21.56,27.91,35.84,0.512,29.2,PASS,PSA-02
2026-01-01 03:42:00,C-101,Monitoring Port,66.29,81.62,99.66,0.409,79.95,PASS,PSA-01
2026-01-01 03:42:00,C-101,Product 1,23.22,30.94,39.62,0.53,32.07,PASS,PSA-01
2026-01-01 03:42:00,C-101,Product 2,20.26,28.77,35.67,0.536,29.18,PASS,PSA-02
2026-01-01 03:48:00,C-101,Monitoring Port,66.2,81.36,99.03,0.404,79.73,PASS,PSA-01
2026-01-01 03:48:00,C-101,Product 1,23.4,31.57,39.9,0.523,32.06,PASS,PSA-01
2026-01-01 03:48:00,C-101,Product 2,21.4,27.72,34.08,0.457,28.75,PASS,PSA-02
2026-01-01 03:54:00,C-101,Monitoring Port,66.5,81.78,97.75,0.382,79.97,PASS,PSA-01
2026-01-01 03:54:00,C-101,Product 1,22.74,30.86,39.35,0.538,32.83,PASS,PSA-01
2026-01-01 03:54:00,C-101,Product 2,20.1,29.19,35.08,0.513,29.45,PASS,PSA-02
2026-01-01 04:00:00,C-101,Monitoring Port,66.33,82.03,99.35,0.403,79.42,PASS,PSA-01
2026-01-01 04:00:00,C-101,Product 1,22.6,31.19,37.94,0.492,32.02,PASS,PSA-01
2026-01-01 04:00:00,C-101,Product 2,20.3,28.36,35.38,0.532,29.53,PASS,PSA-02
2026-01-01 04:06:00,C-101,Monitoring Port,66.3,81.13,98.56,0.398,79.49,PASS,PSA-01
2026-01-01 04:06:00,C-101,Product 1,23.31,30.62,39.02,0.513,31.94,PASS,PSA-01
2026-01-01 04:06:00,C-101,Product 2,19.97,28.25,35.68,0.556,28.71,PASS,PSA-02
2026-01-01 04:12:00,C-101,Monitoring Port,65.75,82.57,98.41,0.396,79.96,PASS,PSA-01
2026-01-01 04:12:00,C-101,Product 1,23.35,31.77,39.13,0.497,31.7,PASS,PSA-01
2026-01-01 04:12:00,C-101,Product 2,21.22,27.64,34.92,0.496,28.56,PASS,PSA-02
2026-01-01 04:18:00,C-101,Monitoring Port,65.3,82.46,99.19,0.411,79.85,PASS,PSA-01
2026-01-01 04:18:00,C-101,Product 1,22.32,31.98,39.4,0.534,32.86,PASS,PSA-01
2026-01-01 04:18:00,C-101,Product 2,20.35,26.9,35.3,0.556,28.95,PASS,PSA-02
2026-01-01 04:24:00,C-101,Monitoring Port,65.84,81.13,99.02,0.409,79.76,PASS,PSA-01
2026-01-01 04:24:00,C-101,Product 1,22.23,30.52,37.79,0.51,32.38,PASS,PSA-01
2026-01-01 04:24:00,C-101,Product 2,20.93,27.9,36.03,0.541,28.77,PASS,PSA-02
2026-01-01 04:30:00,C-101,Monitoring Port,65.13,82.44,98.11,0.4,79.15,PASS,PSA-01
2026-01-01 04:30:00,C-101,Product 1,23.48,31.17,38.69,0.488,31.5,PASS,PSA-01
2026-01-01 04:30:00,C-101,Product 2,21.42,27.61,35.6,0.514,29.22,PASS,PSA-02
2026-01-01 04:36:00,C-101,Monitoring Port,65.35,80.96,99.33,0.42,80.14,PASS,PSA-01
2026-01-01 04:36:00,C-101,Product 1,23.26,30.98,39.77,0.533,33.27,PASS,PSA-01
2026-01-01 04:36:00,C-101,Product 2,22.35,28.21,35.62,0.47,28.91,PASS,PSA-02
2026-01-01 04:42:00,C-101,Monitoring Port,64.27,83.23,98.45,0.411,79.47,PASS,PSA-01
2026-01-01 04:42:00,C-101,Product 1,23.86,32.91,39.39,0.472,31.91,PASS,PSA-01
2026-01-01 04:42:00,C-101,Product 2,21.85,28.28,33.96,0.428,28.59,PASS,PSA-02
2026-01-01 04:48:00,C-101,Monitoring Port,65.61,82.3,99.64,0.413,79.85,PASS,PSA-01
2026-01-01 04:48:00,C-101,Product 1,23.83,32.15,38.88,0.468,31.44,PASS,PSA-01
2026-01-01 04:48:00,C-101,Product 2,21.58,29.44,34.64,0.444,29.67,PASS,PSA-02
2026-01-01 04:54:00,C-101,Monitoring Port,65.53,81.88,100.0,0.421,79.9,PASS,PSA-01
2026-01-01 04:54:00,C-101,Product 1,21.9,31.55,37.99,0.51,32.37,PASS,PSA-01
2026-01-01 04:54:00,C-101,Product 2,21.63,29.18,34.29,0.434,28.65,PASS,PSA-02
2026-01-01 05:00:00,C-101,Monitoring Port,65.99,81.66,97.7,0.388,79.88,PASS,PSA-01
2026-01-01 05:00:00,C-101,Product 1,23.04,31.41,39.16,0.513,31.92,PASS,PSA-01
2026-01-01 05:00:00,C-101,Product 2,22.26,27.72,34.5,0.442,28.92,PASS,PSA-02
2026-01-01 05:06:00,C-101,Monitoring Port,66.46,81.62,99.43,0.404,80.22,PASS,PSA-01
2026-01-01 05:06:00,C-101,Product 1,22.48,30.62,40.5,0.589,32.05,PASS,PSA-01
2026-01-01 05:06:00,C-101,Product 2,18.92,27.41,35.48,0.604,28.98,PASS,PSA-02
2026-01-01 05:12:00,C-101,Monitoring Port,66.0,82.57,98.36,0.392,80.06,PASS,PSA-01
2026-01-01 05:12:00,C-101,Product 1,22.85,31.18,38.71,0.509,31.87,PASS,PSA-01
2026-01-01 05:12:00,C-101,Product 2,21.37,27.26,34.53,0.483,29.64,PASS,PSA-02
2026-01-01 05:18:00,C-101,Monitoring Port,66.42,82.7,99.04,0.394,80.06,PASS,PSA-01
2026-01-01 05:18:00,C-101,Product 1,22.34,31.21,39.21,0.541,32.34,PASS,PSA-01
2026-01-01 05:18:00,C-101,Product 2,20.79,27.99,37.13,0.584,29.02,PASS,PSA-02
2026-01-01 05:24:00,C-101,Monitoring Port,65.34,82.42,99.12,0.41,79.65,PASS,PSA-01
2026-01-01 05:24:00,C-101,Product 1,23.33,31.81,38.47,0.476,32.5,PASS,PSA-01
2026-01-01 05:24:00,C-101,Product 2,20.49,27.35,35.11,0.535,29.29,PASS,PSA-02
2026-01-01 05:30:00,C-101,Monitoring Port,66.68,82.25,98.09,0.382,79.65,PASS,PSA-01
2026-01-01 05:30:00,C-101,Product 1,22.73,31.44,38.69,0.508,32.39,PASS,PSA-01
2026-01-01 05:30:00,C-101,Product 2,22.52,27.25,35.04,0.459,29.23,PASS,PSA-02
2026-01-01 05:36:00,C-101,Monitoring Port,66.67,82.18,98.91,0.392,79.37,PASS,PSA-01
2026-01-01 05:36:00,C-101,Product 1,22.68,31.49,40.08,0.553,31.55,PASS,PSA-01
2026-01-01 05:36:00,C-101,Product 2,22.01,28.8,35.15,0.456,28.69,PASS,PSA-02
2026-01-01 05:42:00,C-101,Monitoring Port,67.12,81.93,99.38,0.394,79.68,PASS,PSA-01
2026-01-01 05:42:00,C-101,Product 1,21.85,31.54,39.31,0.554,32.18,PASS,PSA-01
2026-01-01 05:42:00,C-101,Product 2,20.14,28.63,35.58,0.539,29.99,PASS,PSA-02
2026-01-01 05:48:00,C-101,Monitoring Port,65.79,80.63,98.65,0.408,79.84,PASS,PSA-01
2026-01-01 05:48:00,C-101,Product 1,23.09,31.54,38.56,0.49,32.42,PASS,PSA-01
2026-01-01 05:48:00,C-101,Product 2,21.0,26.3,34.96,0.531,28.75,PASS,PSA-02
2026-01-01 05:54:00,C-101,Monitoring Port,66.11,82.84,98.06,0.386,79.93,PASS,PSA-01
2026-01-01 05:54:00,C-101,Product 1,24.31,30.69,38.49,0.462,32.75,PASS,PSA-01
2026-01-01 05:54:00,C-101,Product 2,21.4,29.14,34.46,0.448,28.83,PASS,PSA-02
2026-01-01 06:00:00,C-101,Monitoring Port,65.2,82.41,98.45,0.403,79.64,PASS,PSA-01
2026-01-01 06:00:00,C-101,Product 1,23.11,31.27,38.94,0.506,32.05,PASS,PSA-01
2026-01-01 06:00:00,C-101,Product 2,22.24,28.83,34.96,0.441,29.25,PASS,PSA-02
2026-01-01 06:06:00,C-101,Monitoring Port,66.69,82.26,98.39,0.385,79.26,PASS,PSA-01
2026-01-01 06:06:00,C-101,Product 1,24.46,31.03,39.38,0.481,31.65,PASS,PSA-01
2026-01-01 06:06:00,C-101,Product 2,20.82,27.36,34.2,0.489,29.13,PASS,PSA-02
2026-01-01 06:12:00,C-101,Monitoring Port,66.27,82.1,99.08,0.4,80.21,PASS,PSA-01
2026-01-01 06:12:00,C-101,Product 1,20.82,31.63,40.81,0.632,31.41,PASS,PSA-01
2026-01-01 06:12:00,C-101,Product 2,19.47,26.65,35.79,0.612,28.53,PASS,PSA-02
2026-01-01 06:18:00,C-101,Monitoring Port,66.16,82.4,98.86,0.397,79.81,PASS,PSA-01
2026-01-01 06:18:00,C-101,Product 1,22.74,29.96,39.65,0.564,32.44,PASS,PSA-01
2026-01-01 06:18:00,C-101,Product 2,21.16,27.31,34.95,0.505,28.92,PASS,PSA-02
2026-01-01 06:24:00,C-101,Monitoring Port,65.52,82.02,98.77,0.405,80.45,PASS,PSA-01
2026-01-01 06:24:00,C-101,Product 1,22.27,30.82,38.31,0.52,31.98,PASS,PSA-01
2026-01-01 06:24:00,C-101,Product 2,21.2,27.79,35.7,0.522,29.67,PASS,PSA-02
2026-01-01 06:30:00,C-101,Monitoring Port,63.38,82.71,98.96,0.43,80.0,PASS,PSA-01
2026-01-01 06:30:00,C-101,Product 1,22.79,31.49,39.05,0.516,32.32,PASS,PSA-01
2026-01-01 06:30:00,C-101,Product 2,21.01,28.43,35.62,0.514,28.95,PASS,PSA-02
2026-01-01 06:36:00,C-101,Monitoring Port,66.61,82.39,99.15,0.395,79.72,PASS,PSA-01
2026-01-01 06:36:00,C-101,Product 1,22.33,31.31,39.51,0.549,31.87,PASS,PSA-01
2026-01-01 06:36:00,C-101,Product 2,21.58,27.44,34.9,0.485,28.77,PASS,PSA-02
2026-01-01 06:42:00,C-101,Monitoring Port,65.48,81.35,101.74,0.446,80.45,PASS,PSA-01
2026-01-01 06:42:00,C-101,Product 1,23.39,30.68,38.1,0.479,31.39,PASS,PSA-01
2026-01-01 06:42:00,C-101,Product 2,20.87,28.74,34.16,0.462,29.23,PASS,PSA-02
2026-01-01 06:48:00,C-101,Monitoring Port,66.15,82.12,101.12,0.426,80.11,PASS,PSA-01
2026-01-01 06:48:00,C-101,Product 1,23.17,30.53,38.47,0.501,31.56,PASS,PSA-01
2026-01-01 06:48:00,C-101,Product 2,19.95,27.81,35.42,0.556,28.25,PASS,PSA-02
2026-01-01 06:54:00,C-101,Monitoring Port,65.89,81.37,99.62,0.415,79.84,PASS,PSA-01
2026-01-01 06:54:00,C-101,Product 1,23.67,30.53,39.38,0.515,32.0,PASS,PSA-01
2026-01-01 06:54:00,C-101,Product 2,21.38,28.81,36.49,0.524,29.05,PASS,PSA-02
2026-01-01 07:00:00,C-101,Monitoring Port,65.98,83.14,98.46,0.391,80.19,PASS,PSA-01
2026-01-01 07:00:00,C-101,Product 1,22.53,30.89,38.42,0.514,32.27,PASS,PSA-01
2026-01-01 07:00:00,C-101,Product 2,20.82,27.03,34.0,0.488,29.05,PASS,PSA-02
2026-01-01 07:06:00,C-101,Monitoring Port,66.86,80.52,98.78,0.396,79.76,PASS,PSA-01
2026-01-01 07:06:00,C-101,Product 1,23.71,30.23,38.98,0.505,31.49,PASS,PSA-01
2026-01-01 07:06:00,C-101,Product 2,21.96,27.26,35.93,0.512,29.02,PASS,PSA-02
2026-01-01 07:12:00,C-101,Monitoring Port,65.28,82.49,99.6,0.416,80.68,PASS,PSA-01
2026-01-01 07:12:00,C-101,Product 1,23.45,31.53,39.68,0.515,30.65,PASS,PSA-01
2026-01-01 07:12:00,C-101,Product 2,21.31,28.81,35.18,0.481,28.8,PASS,PSA-02
2026-01-01 07:18:00,C-101,Monitoring Port,65.44,81.97,98.89,0.408,80.08,PASS,PSA-01
2026-01-01 07:18:00,C-101,Product 1,23.0,31.51,37.95,0.474,32.32,PASS,PSA-01
2026-01-01 07:18:00,C-101,Product 2,22.01,26.66,34.65,0.474,29.34,PASS,PSA-02
2026-01-01 07:24:00,C-101,Monitoring Port,66.34,81.08,99.47,0.409,79.25,PASS,PSA-01
2026-01-01 07:24:00,C-101,Product 1,23.4,32.08,38.98,0.486,32.32,PASS,PSA-01
2026-01-01 07:24:00,C-101,Product 2,21.27,27.4,34.55,0.485,28.88,PASS,PSA-02
2026-01-01 07:30:00,C-101,Monitoring Port,65.8,82.93,100.19,0.415,80.35,PASS,PSA-01
2026-01-01 07:30:00,C-101,Product 1,24.18,31.22,36.86,0.406,32.0,PASS,PSA-01
2026-01-01 07:30:00,C-101,Product 2,20.38,28.54,34.89,0.508,29.13,PASS,PSA-02
2026-01-01 07:36:00,C-101,Monitoring Port,66.04,81.56,98.33,0.396,79.8,PASS,PSA-01
2026-01-01 07:36:00,C-101,Product 1,23.35,32.1,39.35,0.498,33.02,PASS,PSA-01
2026-01-01 07:36:00,C-101,Product 2,21.51,28.17,35.91,0.511,28.43,PASS,PSA-02
2026-01-01 07:42:00,C-101,Monitoring Port,65.49,82.49,98.42,0.399,80.57,PASS,PSA-01
2026-01-01 07:42:00,C-101,Product 1,22.61,31.65,39.09,0.521,32.78,PASS,PSA-01
2026-01-01 07:42:00,C-101,Product 2,21.59,28.47,34.71,0.461,28.77,PASS,PSA-02
2026-01-01 07:48:00,C-101,Monitoring Port,66.06,82.45,99.27,0.403,79.42,PASS,PSA-01
2026-01-01 07:48:00,C-101,Product 1,22.73,31.26,38.23,0.496,32.16,PASS,PSA-01
2026-01-01 07:48:00,C-101,Product 2,20.65,28.47,34.82,0.498,29.02,PASS,PSA-02
2026-01-01 07:54:00,C-101,Monitoring Port,66.14,82.42,99.68,0.407,79.53,PASS,PSA-01
2026-01-01 07:54:00,C-101,Product 1,22.99,31.11,41.5,0.595,32.36,PASS,PSA-01
2026-01-01 07:54:00,C-101,Product 2,21.1,27.01,34.85,0.509,29.92,PASS,PSA-02
2026-01-01 08:00:00,C-101,Monitoring Port,64.8,81.83,100.06,0.431,80.89,PASS,PSA-01
2026-01-01 08:00:00,C-101,Product 1,22.85,31.5,39.79,0.538,32.28,PASS,PSA-01
2026-01-01 08:00:00,C-101,Product 2,21.25,29.12,35.97,0.505,29.2,PASS,PSA-02
2026-01-01 08:06:00,C-101,Monitoring Port,67.4,82.15,99.19,0.387,79.92,PASS,PSA-01
2026-01-01 08:06:00,C-101,Product 1,21.11,31.21,39.16,0.578,31.54,PASS,PSA-01
2026-01-01 08:06:00,C-101,Product 2,20.47,28.82,33.94,0.467,28.99,PASS,PSA-02
2026-01-01 08:12:00,C-101,Monitoring Port,66.7,81.13,99.08,0.399,80.16,PASS,PSA-01
2026-01-01 08:12:00,C-101,Product 1,23.7,31.24,39.38,0.502,31.81,PASS,PSA-01
2026-01-01 08:12:00,C-101,Product 2,21.34,28.64,33.89,0.438,29.19,PASS,PSA-02
2026-01-01 08:18:00,C-101,Monitoring Port,68.21,81.57,99.13,0.379,79.7,PASS,PSA-01
2026-01-01 08:18:00,C-101,Product 1,23.99,31.4,38.94,0.476,32.32,PASS,PSA-01
2026-01-01 08:18:00,C-101,Product 2,21.76,27.07,35.37,0.503,29.14,PASS,PSA-02
2026-01-01 08:24:00,C-101,Monitoring Port,66.01,82.01,99.65,0.41,79.43,PASS,PSA-01
2026-01-01 08:24:00,C-101,Product 1,22.61,31.1,38.58,0.514,31.97,PASS,PSA-01
2026-01-01 08:24:00,C-101,Product 2,20.73,28.85,35.01,0.495,29.69,PASS,PSA-02
2026-01-01 08:30:00,C-101,Monitoring Port,66.01,82.88,99.45,0.403,80.58,PASS,PSA-01
2026-01-01 08:30:00,C-101,Product 1,22.75,31.18,37.96,0.488,31.43,PASS,PSA-01
2026-01-01 08:30:00,C-101,Product 2,21.69,27.42,35.8,0.515,28.99,PASS,PSA-02
2026-01-01 08:36:00,C-101,Monitoring Port,66.73,82.65,97.05,0.367,79.89,PASS,PSA-01
2026-01-01 08:36:00,C-101,Product 1,22.17,28.5,38.46,0.572,31.34,PASS,PSA-01
2026-01-01 08:36:00,C-101,Product 2,20.97,27.39,35.41,0.527,29.04,PASS,PSA-02
